Kod SZS,Rodzaj stacji,rząd stacji,typ stacji,rok założenia,rok likwidacji,nazwa stacji,długość geograficzna,szerokość geograficzna,informacje dodatkowe
253150120,O,V,Czynna,2000,0,DARŻ,150200,532831,12.06.2017 stacja przeniesiona o ok. 340 m w kierunku W (stare wsp. 150218 i 532832)
252180250,O,V,Czynna,1949,0,DĄBIE,184940,520513, 
250179987,O,V,Zlikwidowana,1954,1981,DĄBROWA,1745,5041, 
252179995,O,V,Zlikwidowana,1949,1950,DĄBROWA,175700,524500, 
253239984,O,V,Zlikwidowana,1946,1992,DĄBROWA BIAŁOSTOCKA,2321,5340, 
250200270,O,V,Zlikwidowana,1961,2008,DĄBROWA TARNOWSKA,205924,501040, 
250200360,O,V,Czynna,2006,0,DĄBROWA TARNOWSKA,205928,501110,ATSO bez obserwatora
253179986,K,IV,Zlikwidowana,1975,1992,DĄBRÓWKA,173700,533400, 
250170550,O,V,Zlikwidowana,2007,2015,DĄBRÓWKA GÓRNA,175543,503222,stację zlikwidowano 1.01.2015
251200270,K,IV,Czynna,2002,0,DĄBRÓWKA STARA,204413,514649,27.07.2016 zmiana rzędu z V na IV (warunki typowe dla rejonu sadowniczego)
252210190,O,V,Zlikwidowana,1949,2015,DĘBE WIELKIE,212626,521154,stację zlikwidowano 1.01.2015
250219990,K,IV,Zlikwidowana,1957,1981,DĘBICA,2127,5003, 
250219983,O,V,Zlikwidowana,1946,1972,DĘBICA,2125,5003, 
250180050,O,V,Zlikwidowana,1954,2015,DĘBINIEC,180513,505226,stację zlikwidowano 1.01.2015
251210080,O,V,Zlikwidowana,1947,2015,DĘBLIN,214924,513400,stację zlikwidowano 1.01.2015
249200340,K,IV,Czynna,1990,0,DĘBNO,201234,492757,ATSM bez obserwatora
249209972,K,IV,Zlikwidowana,1968,1990,DĘBNO,201234,492757, 
252189992,O,V,Zlikwidowana,1949,1992,DĘBOWICE,185200,521100, 
253220080,O,V,Czynna,1946,0,DĘBOWO,225550,533638,w 12.2013 przeniesiona i połaczona ze stacją Dębowo 253220290;
253220290,O,V,Zlikwidowana,2005,2013,DĘBOWO,225555,533636, 
252180190,O,V,Czynna,1950,0,DĘBY SZLACHECKIE,183615,521731, 
251159998,O,V,Zlikwidowana,1948,1992,DŁUGIE,1537,5139, 
254190110,O,V,Czynna,1949,0,DŁUGOBÓR,195929,541319, 
250160590,K,III,Czynna,1949,0,DŁUGOPOLE-ZDRÓJ,163800,501459, 
249200070,K,IV,Czynna,1947,0,DOBCZYCE,200414,495239,ATSM bez obserwatora
252150020,O,V,Czynna,1956,0,DOBIEGNIEW,154455,525806, 
249209989,O,V,Zlikwidowana,1946,1995,DOBRA,201500,494300, 
251180030,O,V,Czynna,1949,0,DOBRA,183722,515541, 
253159997,O,V,Zlikwidowana,1953,1992,DOBRA,151800,533500, 
252189996,O,V,Zlikwidowana,1949,1981,DOBRE,1834,5241, 
253190030,K,III,Czynna,1972,0,DOBROCIN,194941,535430, 
250180110,O,V,Zlikwidowana,1947,2015,DOBRODZIEŃ,182616,504335,stację zlikwidowano 1.01.2015
250170110,K,IV,Czynna,1955,0,DOBROGOSZCZ,170102,504531,ATSM bez obserwatora
250160040,O,V,Zlikwidowana,1949,2015,DOBROMIERZ,161458,505446,stację zlikwidowano 1.01.2015
254199996,O,V,Zlikwidowana,1963,1995,DOBRY,1957,5407, 
253210280,O,V,Czynna,2005,0,DOBRYLAS,215153,531707,ATSO bez obserwatora
253210220,O,V,Czynna,1949,0,DOBRYLAS,214938,531747,"w 09.2013 stacja przeniesiona 3,5 km na NW (stare wsp. 215201 i 531705)"
251190150,O,V,Czynna,1948,0,DOBRYSZYCE,192430,510851, 
251190220,K,IV,Czynna,2011,0,DOBRYSZYCE,192443,510856,ATSM bez obserwatora
251200040,O,V,Zlikwidowana,1955,2010,DOLECK,201823,515345, 
253159991,O,V,Zlikwidowana,1973,1992,DOLICE,151200,531100, 
249199974,O,V,Zlikwidowana,1949,1950,DOLINA CHOCHOŁOWSKA,1949,4914, 
249200550,K,IV,Czynna,1949,0,DOLINA PIĘCIU STAWÓW,200252,491249, 
251170010,O,V,Zlikwidowana,1954,2017,DOLSK,170338,515922,stację zlikwidowano 28.04.2017 - w jej miejcse stacja TRĄBINEK
252220190,O,V,Zlikwidowana,1949,2015,DOMANICE,221018,520217,stację zlikwidowano 1.01.2015
250169982,O,V,Zlikwidowana,1955,1981,DOMASZKÓW,1641,5013, 
251230150,O,V,Czynna,1946,0,DOROHUSK,234720,511012,w 2010 przeniesiona 620 m na SSW
253209990,O,V,Zlikwidowana,1949,1994,DOZINY,201500,530100, 
253230180,O,V,Czynna,2012,0,DRAHLE,233318,532308, 
253150170,O,V,Zlikwidowana,1948,2015,DRAWNO,154612,531247,stację zlikwidowano 1.01.2015
253150250,O,V,Czynna,2005,0,DRAWNO,154511,531232,ATSO bez obserwatora
253150110,O,V,Czynna,1948,0,DRAWSKO POMORSKIE,154928,533159,stacja przeniesiona 29.06.2017 o ok. 600 m w kierunku NE (stare wsp. 154904 i 533143)
252150070,O,V,Czynna,1949,0,DREZDENKO,155037,525107, 
250180140,O,V,Zlikwidowana,1949,2003,DRONIOWICE,184832,504146, 
250180580,K,III,Czynna,2003,0,DRONIOWICE,184829,504143, 
251200020,O,V,Zlikwidowana,1949,2002,DROZDY,204900,515900, 
252160310,O,V,Czynna,2017,0,DRUŻYNA POZNAŃSKA,164904,521228,stacja założona 01.07.2017 w zamian za zlikwidowaną stację Mosina
253220050,O,V,Czynna,1949,0,DRYGAŁY,220632,534129,w 09.2013 przeniesiona 200 m na WSW (stare wsp. 220641 i 534130)
251199996,O,V,Zlikwidowana,1955,1992,DRZEWOCINY,191800,513200, 
254220040,O,V,Zlikwidowana,1949,2015,DUBENINKI,223454,541713,stację zlikwidowano 1.01.2015; w 09.2013 przeniesiony 23 m na NNW;
251239998,O,V,Zlikwidowana,1949,1992,DUBIENKA,235300,510300, 
254229997,O,V,Zlikwidowana,1973,1992,DUBOWO,2256,5403, 
249210140,K,III,Czynna,1946,0,DUKLA,214050,493401,ATSM bez obserwatora
252190070,O,V,Zlikwidowana,1949,2014,DUNINÓW,192856,523458,stację zlikwidowano 1.01.2015
250169994,K,IV,Zlikwidowana,1947,1975,DUSZNIKI-ZDRÓJ,1623,5024, 
249220260,O,V,Czynna,1963,0,DWERNIK,223802,491315, 
250160340,O,V,Zlikwidowana,1963,2012,DWORKI,162503,503654,stacja przeniesiona o 1150 m na NNE do m. Świerki
254150010,O,V,Czynna,1991,0,DYGOWO,154329,540735, 
249220040,K,IV,Czynna,1952,0,DYNÓW,221406,495007, 
253210330,O,V,Czynna,2016,0,DZBENIN,213235,530246,"01.02.2017 stacja przeniesiona o ok. 0,7 km w kierunku SSW (starew wsp. 213244 i 530305); stację założono 1.01.2016 w miejsce zlikwidowanej stacji w Ostrołęce, ok. 4 km w kierunku SSW od starej lokalizacji"
252229991,O,V,Zlikwidowana,1974,1992,DZIADKOWICE,225500,523400, 
253200190,O,V,Zlikwidowana,1948,2010,DZIAŁDOWO,201107,531418, 
251180210,O,V,Zlikwidowana,1959,2015,DZIAŁOSZYN,185204,510703,stację zlikwidowano 1.01.2015
251180330,O,V,Czynna,2010,0,DZIAŁOSZYN,185226,510712,ATSO bez obserwatora
253190090,O,V,Czynna,1999,0,DZIARNY,193650,533411, 
250190350,O,V,Czynna,1955,0,DZIEĆKOWICE,191224,501046,w 2011 przeniesiona ok. 1300m na NW;
253190020,O,V,Zlikwidowana,1948,2002,DZIERZGOŃ,192100,535500, 
252169994,O,V,Zlikwidowana,1960,1995,DZIERŻĄŻNO WIELKIE,161200,525900, 
250160260,O,V,Czynna,1946,0,DZIERŻONIÓW,163910,504312,ATSO  50 44 47   16 37 10
250170290,O,V,Czynna,1946,0,DZIEWIĘTLICE,170503,502441, 
254140010,K,III,Czynna,1955,0,DZIWNÓW,144343,540121,ATSM bez obserwatora; stacja przeniesiona 20.06.2018 ok. 200 w w kierunku W (stare wsp. 144354 i 540120)
254150030,K,III,Zlikwidowana,2015,2018,DŹWIRZYNO,152320,540930,09.04.2018 stacja zlikwidowana - w jej miejscu stacja KOŁOBRZEG-DŹWIRZYNO; ATSM bez obserwatora; stacja załozona 1.07.2015 - pomiary porównawcze z SHM Kołobrzeg do czasu przeniesienia SHM do Dźwirzyna
254190190,K,III,Czynna,2013,0,ELBLĄG,192553,540943,"ATSM bez obserwatora;  przenies. do Elbląg-Milejewo, prowadzi prace w zakresie stacji klim. III rzędu przez 2 lata"
354190160,S,I,Czynna,1946,0,ELBLĄG-MILEJEWO,193237,541324,przenies. z Elbląga o 10km na NE
253229998,O,V,Zlikwidowana,1968,1972,ELŻBIECIN,2208,5312, 
253220030,O,V,Czynna,1948,0,EŁK,221940,534954, 
253180180,O,V,Czynna,1975,0,FALĘCIN,183221,531352, 
251209991,O,V,Zlikwidowana,1961,1992,FAŁKÓW,200700,510800, 
252200140,O,V,Zlikwidowana,1952,2014,FAMUŁKI BROCHOWSKIE,202104,521840,stację zlikwidowano 1.01.2015
253230110,O,V,Czynna,1949,0,FASTY,230133,531039,"ATSO bez obserwatora; przenies. z poprz. lok. o 400m na ESE, decyzja dyr. 10.2012"
251229996,K,IV,Zlikwidowana,1951,1988,FELIN,2238,5114, 
250220080,O,V,Czynna,1948,0,FRAMPOL,223958,504030,ATSO bez obserwatora
254209999,O,V,Zlikwidowana,1963,1995,FRANKNOWO,2045,5402, 
253180080,O,V,Zlikwidowana,1946,2009,FRĄCA,183801,534304, 
253209984,O,V,Zlikwidowana,1946,1992,FRĄCZKI,2036,5355, 
253200120,O,V,Czynna,1990,0,FRĄKNOWO,201936,532623,"stacja przeniesiona z Waplewa, we Frąknowie działa od 1990 r"
254190050,K,III,Czynna,1981,0,FROMBORK,194038,542137,ATSM bez obserwatora;  1.08.2016 – zmiana rzędu z IV na III
254199999,O,V,Zlikwidowana,1953,1980,FROMBORK,1941,5421, 
249219990,O,V,Zlikwidowana,1948,1997,FRYSZTAK,2136,4950, 
250230130,O,V,Czynna,1946,0,FUTORY,230247,501148,ATSO bez obserwatora
253220250,O,V,Zlikwidowana,2006,2012,GAĆ,221432,530441,likw. zgoda dyr. z dn. 18.09.2012
251210170,O,V,Zlikwidowana,1949,2010,GADKA,210029,510807, 
250160380,O,V,Zlikwidowana,1946,2015,GAJÓW,162514,503151,stację zlikwidowano 1.01.2015
254200060,O,V,Zlikwidowana,1948,2015,GALINY,204941,540946,stację zlikwidowano 1.01.2015
251219991,O,V,Zlikwidowana,1948,1992,GARBATKA,213700,512900, 
251230090,O,V,Czynna,1946,0,GARBATÓWKA,230600,512110, 
253180110,O,V,Czynna,1948,0,GARDEJA,185643,533640, 
250219982,O,V,Zlikwidowana,1946,1994,GAWŁUSZOWICE,2123,5025, 
251150090,O,V,Zlikwidowana,1948,2015,GAWORZYCE,155228,513722,stację zlikwidowano 1.01.2015; w 2012 przeniesiono stację ok. 2 km na pd-zach
252199991,O,V,Zlikwidowana,1949,1992,GĄBIN,194400,522400, 
254180260,K,III,Czynna,2014,0,GDAŃSK-PORT PÓŁNOCNY,184152,542359,ATSM bez obserwatora; zmiana z synoptycznej na Klimatologiczną III rz bez obserwatora - 1.04.2014;
354180140,S,II,Zlikwidowana,1986,2014,GDAŃSK-PORT PÓŁNOCNY,184152,542359,zmiana rzędu z I na II od 1.01.2013
254180090,K,III,Czynna,1982,0,GDAŃSK-RĘBIECHOWO,182912,542216,"Samodzielna LSM; do 1982r. jako synoptyczna I rz; 16.09.2016 przeniesiono o 108 m w kierunku ESE (stare wsp. 182906 i 542218), deszczomierz w lokalizacji 54°22'26,6''N; 18°29'31''E)"
354180150,S,I,Zlikwidowana,1948,1982,GDAŃSK-RĘBIECHOWO,182906,542218, 
354180155,S,I,Czynna,1948,0,GDAŃSK-ŚWIBNO,185604,542001,zmiana K III na S I oraz kodu 254180110 na 354180155 od 1.01.2013
254180110,K,III,Zlikwidowana,1954,1961,GDAŃSK-ŚWIBNO,185604,542001, 
254189999,K,III,Zlikwidowana,1974,1987,GDAŃSK-WRZESZCZ,1836,5423, 
249209996,O,V,Zlikwidowana,1948,1997,GDÓW,201300,495400, 
254180060,K,III,Czynna,1927,0,GDYNIA,183334,543108, 
254180230,O,V,Zlikwidowana,2004,2009,GDYNIA DĄBROWA,182657,542807, 
254180220,O,V,Zlikwidowana,2004,2008,GDYNIA OKSYWIE,183302,543307, 
252180130,O,V,Czynna,1949,0,GĘBICE,180136,523602, 
249190040,O,V,Zlikwidowana,1947,2015,GIERAŁTOWICE,192245,495617,stację zlikwidowano 1.01.2015
250150070,O,V,Zlikwidowana,1948,2015,GIERCZYN,152404,505556,stację zlikwidowano 1.01.2015
253200040,O,V,Zlikwidowana,1948,2015,GIETRZWAŁD,201231,534416,stację zlikwidowano 1.01.2015
249199991,O,V,Zlikwidowana,1973,1995,GILOWICE,191900,494300, 
253199999,O,V,Zlikwidowana,1891,1981,GIRGAJNY,1940,5352, 
253220010,O,V,Zlikwidowana,1954,2015,GIŻE,222338,535929,stację zlikwidowano 1.01.2015; w 09.2013 przeniesiona  25 m na S
254219999,K,IV,Zlikwidowana,1946,1980,GIŻYCKO,2146,5403, 
252150030,O,V,Czynna,1949,0,GIŻYN,150042,525638,w 2006 przeniesiona ok. 450 m na wschód
253149993,O,V,Zlikwidowana,1955,1979,GIŻYN K/SZCZECINA,1451,5314, 
249219992,O,V,Zlikwidowana,1954,1972,GLINIK MARIAMPOLSKI,2110,4940, 
250189986,O,V,Zlikwidowana,1946,1992,GLIWICE,1838,5018, 
252180090,O,V,Czynna,1948,0,GŁĘBOKIE,182618,523830, 
252189985,K,III,Zlikwidowana,1948,1995,GŁĘBOKIE,1826,5238, 
252190030,K,III,Czynna,1947,0,GŁODOWO,191408,524950,1.08.2016 – zmiana rzędu z IV na III; 01.06.2016 przeniesiono stację o około 250  metrów w kierunku NW (stare wsp. 191413 i 524943)
251160080,O,V,Zlikwidowana,1947,2016,GŁOGÓW,160543,514009,"stację zlikwidowano 15.04.2016; 1.11.2013 telemetria przeniesiona do nowej lokalizacji (160336, 514021) z nowym kodem 251160360; w grudniu 2012 przeniesiono 200 m na pn-wsch., stare współrzędne(160535,514006)"
251160360,O,V,Czynna,2013,0,GŁOGÓW,160336,514021,ATSO bez obserwatora; 1.11.2013 telemetria przeniesiona do nowej lokalizacji  nowym kodem 2511603601.11.2013 telemetria przeniesiona do nowej lokalizacji  nowym kodem 251160360
250170310,O,V,Zlikwidowana,1947,2007,GŁOGÓWEK,175233,502141, 
254210030,O,V,Zlikwidowana,1954,2015,GŁOWBITY,210551,541044,stację zlikwidowano 1.01.2015
250170390,K,III,Czynna,1946,0,GŁUBCZYCE,174741,501055, 
250170330,K,IV,Czynna,1945,0,GŁUCHOŁAZY,172314,501808, 
251209987,O,V,Zlikwidowana,1955,1992,GŁUCHÓW,200500,514700, 
250209975,O,V,Zlikwidowana,1983,1992,GŁUCHÓW K/KIELC,2054,5040, 
250169990,O,V,Zlikwidowana,1948,1992,GŁUSZYCA,1622,5041, 
250169999,O,V,Zlikwidowana,1951,1992,GNIECHOWICE,1650,5059, 
253189997,O,V,Zlikwidowana,1956,1996,GNIEW,184900,535000, 
252170110,K,III,Czynna,1945,0,GNIEZNO,173155,523327, 
250179986,O,V,Zlikwidowana,1948,1979,GNOJNA,1718,5043, 
249200060,O,V,Czynna,1996,0,GNOJNIK,203518,495343,ATSO bez obserwatora
249180050,O,V,Czynna,1951,0,GOCZAŁKOWICE-ZDRÓJ,185850,495627, 
250190260,O,V,Czynna,1955,0,GOLCZOWICE,193612,502141, 
250179997,O,V,Zlikwidowana,1949,1972,GOLCZOWICE OPOLSKIE,1745,5047, 
253140070,O,V,Zlikwidowana,1948,2014,GOLENIÓW,144927,533426,likw. 14.07.2014
253140060,K,III,Czynna,1967,0,GOLENIÓW,145318,533538,Samodzielna LSM; 5.09.2014 przeniesiona ok. 250 m na NW (stare wsp. 145330 i 533534)
249189986,O,V,Zlikwidowana,1973,1992,GOLESZÓW,1845,4944, 
252170020,O,V,Czynna,1949,0,GOŁAŃCZ,171758,525656, 
254220030,K,III,Czynna,1949,0,GOŁDAP,221614,541831,ATSM bez obserwatora
249180060,O,V,Czynna,2000,0,GOŁKOWICE,182958,495513,w 2008 przeniesiona 750m w kier. SSE
252200040,O,V,Zlikwidowana,1947,2013,GOŁOTCZYZNA,204123,524717,przeniesiona do m. Kraszewo
254180130,O,V,Czynna,1998,0,GORĘCZYNO,180945,541543,1.05.2016 stacja przeniesiona o ok. 300 m w kierunku S (stare wsp. 180947 i 541554)
249210090,O,V,Czynna,1946,0,GORLICE,211016,493919, 
251199982,O,V,Zlikwidowana,1946,1989,GORZKOWICE,1936,5113, 
250239991,O,V,Zlikwidowana,1947,1994,GORZKÓW,230100,505700, 
352150300,S,I,Czynna,1946,0,GORZÓW WIELKOPOLSKI,151638,524428, 
252150120,K,IV,Czynna,1960,0,GORZYŃ,155341,523408, 
250160110,O,V,Zlikwidowana,1946,2015,GOSTKÓW,160633,505019,stację zlikwidowano 1.01.2015
253160160,O,V,Czynna,1948,0,GOSTOMIA,162537,531119, 
252190090,O,V,Zlikwidowana,1949,2010,GOSTYNIN,192735,522531, 
252150080,O,V,Czynna,1949,0,GOŚCIM,154212,524546, 
251169982,O,V,Zlikwidowana,1949,1981,GOŚCISŁAW,1630,5101, 
250170190,O,V,Zlikwidowana,1963,2014,GOWOROWICE,170805,503240,likw. - 9.07.2014
252140060,O,V,Czynna,1955,0,GOZDOWICE,141920,524601,1.04.2016 przeniesiona o ok. 350 m w kierunku NE (stare wsp. 141907 i 524552)
251160090,O,V,Zlikwidowana,1947,2015,GÓRA,163258,513954,stację zlikwidowano 1.01.2015
251210010,O,V,Czynna,1950,0,GÓRA KALWARIA,211227,515908, 
250189993,K,IV,Zlikwidowana,1956,1985,GÓRA ŚW.ANNY,1810,5027, 
253239989,O,V,Zlikwidowana,1949,1992,GÓRANY,2341,5313, 
249180140,O,V,Zlikwidowana,1964,2015,GÓRKI WIELKIE,185158,494631,stację zlikwidowano 1.01.2015; w 2010 przeniesiona ok. 900m na NE;
252179983,O,V,Zlikwidowana,1980,1992,GÓRKI ZAGAJNE,173400,525300, 
254200030,O,V,Czynna,1948,0,GÓROWO IŁAWECKIE,202930,541741, 
251150080,O,V,Czynna,1946,0,GRABIK,150641,513909,1.01.2015 - zmiana rzędu stacji z IV na V
250179985,O,V,Zlikwidowana,1954,1981,GRABIN,1731,5037, 
251159992,O,V,Zlikwidowana,1948,1981,GRABISZYCE GÓRNE,1512,5100, 
251210210,O,V,Czynna,1949,0,GRABOWIEC,212307,510607, 
250239999,O,V,Zlikwidowana,1963,1981,GRABOWIEC,2332,5049, 
249229987,K,IV,Zlikwidowana,1974,1994,GRABOWNICA,2205,4940, 
251170150,O,V,Czynna,1960,0,GRABOWNICA,172747,512756,1.01.2015 - zmiana rzędu stacji z IV na V
251179989,O,V,Zlikwidowana,1948,1981,GRABOWNO WIELKIE,1725,5121, 
253229999,O,V,Zlikwidowana,1946,1981,GRAJEWO,2227,5339, 
253210320,O,V,Zlikwidowana,2015,2018,GRĄDY PODMIEJSKIE,215701,534918,stacja zlikwodowana 31.01.2018 - w jej miejsce stacja Mikosze; stacja założona 1.09.2015 w zamian za zlikwidowaną stację Orzysz
250219996,O,V,Zlikwidowana,1948,1995,GRĘBÓW,215300,503400, 
251149993,O,V,Zlikwidowana,1973,1981,GRĘZAWA,1452,5143, 
249209973,O,V,Zlikwidowana,1956,1992,GRODKOWICE,2016,4959, 
250170140,O,V,Czynna,1948,0,GRODKÓW,172318,504035,1.01.2015 - zmiana rzędu stacji z IV na V
250180130,O,V,Zlikwidowana,1949,2015,GRODZIEC,181604,504208,stację zlikwidowano 1.01.2015
252189993,O,V,Zlikwidowana,1973,1992,GRODZIEC,180300,520200, 
252220070,O,V,Zlikwidowana,1953,2015,GRODZISK,224353,523451,stację zlikwidowano 1.01.2015
252169991,O,V,Zlikwidowana,1954,1992,GRODZISK WIELKOPOLSKI,162200,521400, 
250220170,O,V,Zlikwidowana,1945,2015,GRODZISKO DOLNE,222638,501021,stację zlikwidowano 1.01.2015
253230130,O,V,Czynna,1948,0,GRÓDEK,233931,530545, 
252200090,O,V,Zlikwidowana,1946,2014,GRÓDKOWO,201158,522616,stację zlikwidowano 1.01.2015
253200220,O,V,Zlikwidowana,1949,2014,GRUDUSK,203745,530333,stację zlikwidowano 1.01.2015
253180150,K,III,Czynna,1946,0,GRUDZIĄDZ,184234,532615, 
252170130,O,V,Czynna,1949,0,GRUSZCZYN,170411,522553,30.05.2018 przeniesiono stację o ok. 330 m w kierunku NW (stare wsp. 170424 i 522546)
249209988,O,V,Zlikwidowana,1954,2000,GRUSZOWIEC,201100,494200, 
249200230,O,V,Czynna,1947,0,GRYBÓW,205712,493709,ATSO bez obserwatora
249200940,O,V,Zlikwidowana,2006,2013,GRYBÓW,205655,493712,"stacja zlikwidowana 12.09-2013, telemetria pzreniesiona350 m na E do stacji opadowej"
253140110,O,V,Czynna,1947,0,GRYFINO,142904,531525,ATSO bez obserwatora
251150340,O,V,Czynna,1947,0,GRYFÓW ŚLĄSKI,152556,510143, 
251159985,O,V,Zlikwidowana,1949,1992,GRYŻYCE,1518,5140, 
252150210,O,V,Czynna,1949,0,GRYŻYNA,151642,521112, 
252160140,O,V,Czynna,1956,0,GRZEBIENISKO,163144,522555, 
250169987,O,V,Zlikwidowana,1946,1992,GRZĘDY,1608,5045, 
253160040,O,V,Czynna,1960,0,GRZMIĄCA,162621,535009, 
254160090,O,V,Czynna,1953,0,GRZYBNICA,162645,540242, 
249190650,O,V,Czynna,1976,0,GUBAŁÓWKA,195556,491826, 
249190780,K,IV,Czynna,2005,0,GUBAŁÓWKA,195547,491820,ATSM bez obserwatora
249199979,K,IV,Zlikwidowana,1953,1989,GUBAŁÓWKA,1956,4918, 
251140010,O,V,Zlikwidowana,1947,2015,GUBIN,144238,515813,stację zlikwidowano 1.01.2015
252210010,O,V,Czynna,1949,0,GUTY DUŻE,211600,525601, 
253170050,O,V,Zlikwidowana,1949,2015,GWIEŹDZIN,171138,534416,stację zlikwidowano 1.02.2015
249219991,O,V,Zlikwidowana,1963,1995,HACZÓW,215400,494000, 
252230110,O,V,Czynna,1948,0,HAJNÓWKA,233434,524436,14.07.2015 przeniesiona o około 60m w kierunku SE (stare wsp. 233441 i 524437)
249200540,K,III,Czynna,1913,0,HALA GĄSIENICOWA,200021,491438, 
249199972,O,V,Zlikwidowana,1955,1992,HALA LIPOWSKA,1914,4932, 
249190680,K,IV,Czynna,1949,0,HALA ORNAK,195134,491345,ATSM bez obserwatora
250189976,O,V,Zlikwidowana,1955,1992,HALEMBA,1850,5014, 
251230080,O,V,Zlikwidowana,1961,2015,HAŃSK,232403,512423,stację zlikwidowano 1.01.2015
249190510,O,V,Czynna,1946,0,HARKABUZ,194852,493245, 
354180135,S,I,Czynna,1920,0,HEL,184843,543613, 
250189971,O,V,Zlikwidowana,1952,1992,HERBY NOWE,1851,5045, 
253239996,O,V,Zlikwidowana,1973,1992,HOŁODOLINA,2313,5332, 
254189998,K,III,Zlikwidowana,1955,1988,HOPOWO,1815,5415, 
250239990,K,IV,Zlikwidowana,1951,1970,HORYNIEC,2321,5011, 
250239997,O,V,Zlikwidowana,1946,1994,HRUBIESZÓW,235300,504800, 
251239995,O,V,Zlikwidowana,1946,1992,HRUSZÓW,231500,510500, 
249220030,O,V,Zlikwidowana,1949,2015,HUCISKO JAWORNICKIE,222117,495314,stację zlikwidowano 1.01.2015
249229999,O,V,Zlikwidowana,1955,1995,HUSÓW,221800,495900, 
249200350,O,V,Czynna,1948,0,HUTA,205724,492754,ATSO bez obserwatora
250169981,O,V,Zlikwidowana,1955,1983,HUTA,1633,5020, 
250190130,O,V,Zlikwidowana,1956,2015,HUTKI,190011,504056,stację zlikwidowano 1.01.2015
250200280,K,IV,Czynna,1947,0,IGOŁOMIA,201523,500537,ATSM bez obserwatora
253199997,O,V,Zlikwidowana,1949,1999,IŁAWA,193300,533600, 
251159995,O,V,Zlikwidowana,1948,1992,IŁOWA,1512,5130, 
252200130,O,V,Zlikwidowana,1948,2014,IŁÓW,200141,522030,stację zlikwidowano 1.01.2015
251210160,O,V,Zlikwidowana,1948,2015,IŁŻA,211407,511054,stację zlikwidowano 1.01.2015
250160020,O,V,Zlikwidowana,1947,2015,IMBRAMOWICE,163424,505804,stację zlikwidowano 1.01.2015
252189998,K,III,Zlikwidowana,1947,1990,INOWROCŁAW,1814,5248, 
249190090,K,IV,Czynna,1975,0,INWAŁD,192319,495202,ATSM bez obserwatora
253150140,O,V,Czynna,1955,0,IŃSKO,153227,532606,w 2010 przeniesiona o 800m w kier. pd-zach (stare współrzędne 153307 i 532621)
249180260,K,III,Czynna,1974,0,ISTEBNA-KUBALONKA,185404,493613,ATSM bez obserwatora
249180270,O,V,Czynna,1949,0,ISTEBNA-MŁODA GÓRA,185144,493451, 
249180530,O,V,Czynna,2005,0,ISTEBNA-STECÓWKA,185616,493505,ATSO bez obserwatora; stacja rozdzielona ze stacja z obserwatorem
249180280,O,V,Czynna,1948,0,ISTEBNA-STECÓWKA,185625,493507,stacja przeniesiona 01.05.2018
249180290,O,V,Zlikwidowana,1949,2011,ISTEBNA-WIEŚ,185331,493411, 
249180410,O,V,Czynna,2005,0,ISTEBNA-WIEŚ,185332,493408, 
249189989,K,IV,Zlikwidowana,1949,1990,ISTEBNA-ZAOLZIE,1856,4934, 
250199991,O,V,Zlikwidowana,1948,1997,IWANOWICE,195900,501300, 
251180080,O,V,Czynna,1973,0,IWANOWICE,181914,513914, 
251150230,O,V,Zlikwidowana,1949,2015,IWINY,154225,511240,stację zlikwidowano 1.01.2015; w 2011 przeniesiona ok.500m na SSW (stare współrzędne 154237 i 511255)
249209994,O,V,Zlikwidowana,1962,1997,IWKOWA,203500,494900, 
249210150,K,IV,Czynna,1947,0,IWONICZ-ZDRÓJ,214718,493402,"ATSM bez obserwatora; stacja Iwonicz-Zdrój działała w latach 1947-1997, a następnie wznowiona w roku 2006 z tym samym kodem  w bliskiej lokalizacji"
254170180,O,V,Czynna,2004,0,IZBICA,172527,544038, 
252180160,O,V,Czynna,1946,0,IZBICA KUJAWSKA,184540,522535,22.03.2017 stacja przeniesiona ok. 25 m w kierunku NE (stare wsp. 184538 i 522534); w 09.2013 przeniesiona ok 420 m  na NW od poprzedniej lok. (stare wsp. 184548 i 522525); zmiana dorzecza i regionu opadowego
249229985,O,V,Zlikwidowana,1948,1992,IZDEBKI,2206,4946, 
249190560,K,IV,Czynna,1947,0,JABŁONKA,194145,492820, 
252180180,O,V,Czynna,1946,0,JABŁONKA,180655,522136, 
252160190,O,V,Czynna,1964,0,JABŁONNA,161239,521227,1.04.2016 przeniesiona o ok. 350 m w kierunku SW (stare wsp. 161246 i 521233)
252209989,O,V,Zlikwidowana,1954,1981,JABŁONNA,2057,5223, 
253199996,O,V,Zlikwidowana,1948,1981,JABŁONOWO,1910,5324, 
253220270,K,IV,Czynna,2005,0,JABŁONOWO-WYPYCHY,224501,530147,ATSM bez obserwatora
250209987,O,V,Zlikwidowana,1949,1997,JADOWNIKI MOKRE,204500,501000, 
250150180,O,V,Zlikwidowana,1946,2015,JAGNIĄTKÓW,153646,504910,stację zlikwidowano 1.01.2015; w 2013 przeniesiona 250m na S (stare współrzędne 153649 i 504918)
252180040,O,V,Czynna,1949,0,JAKSICE,181127,525115, 
250200260,O,V,Zlikwidowana,1948,2015,JAKUBOWICE,201925,501103,stację zlikwidowano 1.01.2015
250179995,O,V,Zlikwidowana,1957,1979,JAKUBOWICE K/RACIB.,1751,5001, 
