Kod SZS,Rodzaj stacji,rząd stacji,typ stacji,rok założenia,rok likwidacji,nazwa stacji,długość geograficzna,szerokość geograficzna,informacje dodatkowe
252179996,O,V,Zlikwidowana,1945,1981,BACHORZEW,1734,5200, 
253220260,O,V,Czynna,1964,0,BACIUTY,225904,530311, 
254220080,O,V,Czynna,1952,0,BAKAŁARZEWO,223958,540528, 
250209983,O,V,Zlikwidowana,1973,1994,BALICE,2051,5033, 
249220170,K,IV,Czynna,1953,0,BALIGRÓD-MCHAWA,221701,492114,ATSM bez obserwatora
253199991,O,V,Zlikwidowana,1948,1992,BAŁOSZYCE,191700,534100, 
254220110,O,V,Zlikwidowana,2006,2014,BANIE MAZURSKIE,220150,541454,10.09.2014 stacje w jednej miejscowości zostały połączone i przeniesione do nowej lokalizacji
254220060,O,V,Czynna,1952,0,BANIE MAZURSKIE,220123,541506,stacja powstała 10.09.2014 po połączeniu 2 stacji w jednej miejscowości i przeniesieniu do nowej lokalizacji o ok. 1200 m na NNW od starej lokalizacji (stare wsp. – 220220 i 541449)
249190620,O,V,Czynna,1947,0,BAŃSKA WYŻNA,195824,492303, 
251189997,O,V,Zlikwidowana,1961,1981,BARANÓW,1800,5116, 
250210150,O,V,Zlikwidowana,1946,2015,BARANÓW SANDOMIERSKI,213147,502956,stację zlikwidowano 1.01.2015
250210070,O,V,Czynna,1983,0,BARANÓWEK,211519,504613,ATSO bez obserwatora
254210010,O,V,Czynna,1949,0,BARCIANY,212128,541245,02.07.2015 przeniesiona o około 18 m w kierunku W (stare wsp. 212129 i 541245)
252179999,O,V,Zlikwidowana,1949,1992,BARCIN,175600,525200, 
250160410,O,V,Czynna,1946,0,BARDO,164439,503033, 
253159992,O,V,Zlikwidowana,1947,1992,BARLINEK,151300,530000, 
253229994,O,V,Zlikwidowana,1963,1995,BARSZCZOWA GÓRA,2258,5358, 
250200010,O,V,Czynna,1949,0,BARTKÓW,203859,505843,ATSO bez obserwatora
249210170,K,IV,Czynna,1945,0,BARTNE,212044,493331,ATSM bez obserwatora
251210090,O,V,Czynna,1956,0,BARTODZIEJE,211159,513130, 
254200040,O,V,Czynna,1951,0,BARTOSZYCE,204752,541425,"8.11.2012 stacja przeniesiona ok . 1,5 km na pd-zach w 2012"
252190080,O,V,Zlikwidowana,1946,2015,BARUCHOWO,191425,522932,stację zlikwidowano 1.01.2015
253160050,O,V,Czynna,1948,0,BARWICE,162129,534453, 
249210240,K,IV,Czynna,1951,0,BARWINEK,214105,492552,ATSM bez obserwatora
251210270,O,V,Czynna,2007,0,BASINÓW,212126,514132,przeniesiona z m. Łękawica
250229988,O,V,Zlikwidowana,1948,1994,BATORZ,223000,505000, 
253190290,O,V,Zlikwidowana,2002,2015,BĄGART,192146,535754,stację zlikwidowano 1.02.2015
254180120,O,V,Czynna,1957,0,BĄKOWO,183149,541736, 
250180010,O,V,Zlikwidowana,1951,2015,BĄKÓW,181909,505804,stację zlikwidowano 1.01.2015
250209976,O,V,Zlikwidowana,1980,1992,BELINA,2002,5051, 
251190110,O,V,Czynna,1973,0,BEŁCHATÓW,192244,512526, 
251199995,K,III,Zlikwidowana,1973,1995,BEŁCHATÓW,1922,5124, 
250239995,O,V,Zlikwidowana,1948,1992,BEŁŻEC,232600,502300, 
249209976,O,V,Zlikwidowana,1953,1992,BEREST,2058,4930, 
249219988,O,V,Zlikwidowana,1948,1992,BESKO,215800,493600, 
251230120,K,IV,Czynna,1974,0,BEZEK,231549,511038,ATSM bez obserwatora
254219997,O,V,Zlikwidowana,1949,1991,BEZŁAWKI-WILKOWO,2117,5401, 
253219994,K,IV,Zlikwidowana,1979,1988,BĘSIA,2100,5357, 
252169989,O,V,Zlikwidowana,1948,1992,BIAŁA NAD NOTECIĄ,161900,525000, 
251189992,O,V,Zlikwidowana,1949,1992,BIAŁA NAD WARTĄ,182800,511600, 
253229990,O,V,Zlikwidowana,1949,1992,BIAŁA PISKA,2004,5337, 
252239995,K,IV,Zlikwidowana,1946,2000,BIAŁA PODLASKA,2305,5202, 
251209995,O,V,Zlikwidowana,1946,1992,BIAŁA RAWSKA,202800,514800, 
252140180,O,V,Czynna,2017,0,BIAŁCZYK,145357,523919,stacja założona 27.04.2017 w miejsce zlikwidowanej stacji WITNICA
249200450,O,V,Czynna,1947,0,BIAŁKA TATRZAŃSKA,200618,492446, 
251169983,O,V,Zlikwidowana,1947,1960,BIAŁKÓW,1640,5129, 
251200080,O,V,Czynna,1947,0,BIAŁOBRZEGI,205703,513926, 
253220040,O,V,Czynna,1948,0,BIAŁOBRZEGI,225802,534820, 
254159998,K,IV,Zlikwidowana,1975,1992,BIAŁOGARD,155900,540000, 
253179993,O,V,Zlikwidowana,1951,1992,BIAŁOŚLIWIE,170800,530600, 
252230120,K,III,Czynna,1946,0,BIAŁOWIEŻA,235052,524226, 
353230295,S,I,Czynna,1945,0,BIAŁYSTOK,230944,530626, 
253220070,K,III,Czynna,1953,0,BIEBRZA,223442,533902, 
249210070,K,IV,Czynna,1975,0,BIECZ-GRUDNA,211744,494407,ATSM bez obserwatora
250169984,O,V,Zlikwidowana,1948,1981,BIELAWA I,1635,5040, 
250170350,O,V,Zlikwidowana,1956,2015,BIELICE,170023,501640,stację zlikwidowano 1.01.2015
252149998,O,V,Zlikwidowana,1949,1981,BIELINEK,1409,5257, 
250200060,O,V,Zlikwidowana,1955,1997,BIELINY KAPITULNE,205600,505100, 
250200380,O,V,Czynna,2006,0,BIELINY PODUCHOWNE,205732,505058,ATSO bez obserwatora
252239998,K,IV,Zlikwidowana,1961,1993,BIELSK PODLASKI,2310,5246, 
349190600,S,I,Czynna,1947,0,BIELSKO-BIAŁA,190008,494824,28.09.2017 stacja przeniesiona ok. 150 m w kierunku ESE (stare wsp. 190001 i 494826)
249199993,O,V,Zlikwidowana,1947,1995,BIEŃKÓWKA,194600,494600, 
251150320,O,V,Czynna,1948,0,BIERNA,150710,510210,w 06.2014 przesunięta 13 m na SW
251159961,O,V,Zlikwidowana,1949,1983,BIERNATÓW,1539,5129, 
250190380,K,III,Czynna,1945,0,BIERUŃ STARY,190541,500503, 
250159993,K,IV,Zlikwidowana,1954,1977,BIERUTOWICE,1544,5047, 
251170270,O,V,Czynna,1947,0,BIERUTÓW,173241,510708, 
250170020,O,V,Zlikwidowana,1956,2015,BIESTRZYKOWICE,174554,505918,stację zlikwidowano 1.01.2015
252199990,O,V,Zlikwidowana,1947,1992,BIEŻUŃ,195400,525800, 
249200150,O,V,Zlikwidowana,2006,2012,BILSKO,203820,494418, 
250229990,K,IV,Zlikwidowana,1958,1990,BIŁGORAJ,2242,5033, 
253140080,O,V,Czynna,1949,0,BINOWO,143901,531829, 
249220060,K,IV,Czynna,1956,0,BIRCZA,222852,494114,"ATSM bez obserwatora; stacja Bircza działała w latach 1956-1997, a następnie wznowiona w roku 2006 z tym samym kodem  w bliskiej lokalizacji"
253200030,O,V,Czynna,1991,0,BISKUPIEC,205734,535118, 
253209997,K,IV,Zlikwidowana,1947,1982,BISKUPIEC K/OLSZTYNA,2057,5351, 
253190130,O,V,Czynna,1948,0,BISKUPIEC N/OSĄ,192253,532906,w 04.2014 przeniesiona o 20 m na SW od starej lokalizacji
252159994,O,V,Zlikwidowana,1947,1992,BLEDZEW,152500,523100, 
249180170,O,V,Czynna,2005,0,BŁATNIA,185633,494449,ATSO bez obserwatora
251160010,O,V,Czynna,1954,0,BŁOTNICA,161752,515930,13.09.2013 deszczomierz przeniesiono ok. 65 m w kierunku ESE (stare wsp 161749 i 515921)
254169997,O,V,Zlikwidowana,1973,1981,BOBIĘCINO,1650,5401, 
251150010,O,V,Zlikwidowana,1963,2015,BOBROWICE,150457,515726,stację zlikwidowano 1.01.2015
252170050,O,V,Czynna,1995,0,BOBROWNIKI,170738,524858,05.07.2018 stację przniesiono ok. 385 m w kierunku WSW (stare wsp. 170758 i  524859)
252179998,K,III,Zlikwidowana,1974,1995,BOBROWNIKI,1708,5249, 
251190180,O,V,Czynna,1946,0,BOBRY,192420,510138,22.07.2014 przesunięcie deszczomierza 10 m w kier. N
249209999,K,IV,Zlikwidowana,1948,1988,BOCHNIA,2024,4959, 
252140120,O,V,Czynna,1949,0,BOCZÓW,145656,521929, 
252230140,O,V,Zlikwidowana,1949,2015,BOĆKI,230207,523904,stację zlikwidowano 1.01.2015
250200040,K,IV,Czynna,1949,0,BODZENTYN,205705,505649,ATSM bez obserwatora
250140030,K,IV,Czynna,1947,0,BOGATYNIA,145850,505359, 
249190170,O,V,Czynna,1974,0,BOGDANÓWKA,194717,494534, 
251210050,O,V,Zlikwidowana,1949,2015,BOGLEWICE,205944,514825,stację zlikwidowano 1.01.2015
250219978,O,V,Zlikwidowana,1949,1992,BOGORIA,2116,5039, 
252199994,K,IV,Zlikwidowana,1974,1984,BOGUCIN,1906,5242, 
250210060,O,V,Zlikwidowana,1995,2015,BOGUSŁAWICE,212502,505016,stację zlikwidowano 1.01.2015
250219999,K,IV,Zlikwidowana,1974,1994,BOGUSŁAWICE,212440,505018, 
250160190,O,V,Czynna,1949,0,BOGUSZÓW-GORCE,161123,504457, 
251169992,O,V,Zlikwidowana,1949,1992,BOJANOWO,1645,5142, 
253200110,O,V,Zlikwidowana,1948,2010,BOLEJNY,202438,532847,"stacja Lipowo Kurkowskie została w 2007 roku przeniesiona ok. 4,3 km na NE bez zmiany kodu ale ze zmianą nazwy na Bolejny;  współrzędne w lokalizacji Lipowo Kurkowskie (2027 i 5331, Hs = 180)"
250199992,O,V,Zlikwidowana,1955,2001,BOLESŁAW,192800,501600, 
250160050,O,V,Zlikwidowana,1946,2015,BOLESŁAWICE,162743,505340,stację zlikwidowano 1.01.2015
251159960,K,IV,Zlikwidowana,1947,1978,BOLESŁAWIEC,1535,5116, 
250160610,O,V,Czynna,1973,0,BOLESŁAWÓW,165327,501517,1.01.2015 - zmiana rzędu stacji z IV na V
252140070,O,V,Czynna,1961,0,BOLESZKOWICE,143401,524336, 
252169988,O,V,Zlikwidowana,1978,1992,BOLEWICKO,160400,522300, 
250160030,O,V,Czynna,1949,0,BOLKÓW,160555,505530, 
252230030,K,IV,Czynna,1973,0,BONDARY,234516,525615,"ATSM bez obserwatora; 05.04.2017 stacja przeniesiona o 80 m w kierunku NW (stare wsp. 234519 i 525613); stacja Bondary działała w latach 1973-1981, a następnie wznowiona w roku 2005 z tym samym kodem  w bliskiej lokalizacji"
250190150,O,V,Czynna,1989,0,BONOWICE,194737,503716, 
252200080,O,V,Czynna,1998,0,BORKOWO,203937,523343,28.10.2015 stacja przeniesiona ok. 27 m w kierunku W (stare wsp. 203938 i 523343)
251169984,O,V,Zlikwidowana,1949,1981,BORKÓW,1612,5140, 
254200050,O,V,Czynna,2006,0,BORNITY,200303,541104,ATSO bez obserwatora; 17.11.2015 stacja przeniesiona o ok. 285 m w kierunku SE (stare wsp. 200252 i 541110)
250150340,O,V,Czynna,2007,0,BOROWICE,154135,504721,ATSO bez obserwatora
251150040,O,V,Czynna,1949,0,BOROWIEC,155158,514750, 
253170010,O,V,Czynna,1956,0,BOROWY MŁYN,171826,535800, 
250160070,O,V,Czynna,1947,0,BORÓW,165924,505256, 
250189987,O,V,Zlikwidowana,1963,2000,BORUCIN,1810,5001, 
254170210,K,III,Czynna,2005,0,BORUCINO,175930,541513, 
254170110,O,V,Zlikwidowana,2000,2005,BORUCINO,175930,541513, 
254170230,K,IV,Czynna,2005,0,BORUCINO,175928,541509,tratwa ewaporometryczna jez. Raduńskie Górne
250200230,K,IV,Czynna,1948,0,BORUSOWA,204713,501640, 
250189981,O,V,Zlikwidowana,1973,1992,BORYNIA,1838,5001, 
250200290,O,V,Czynna,1949,0,BORZĘCIN,204236,500357,ATSO bez obserwatora
253180010,O,V,Czynna,1948,0,BOŻEPOLE SZLACHECKIE,181352,535833, 
250170430,O,V,Czynna,1947,0,BRANICE,174756,500304, 
254190040,O,V,Zlikwidowana,1946,2017,BRANIEWO,195015,542302,"stacja zlikwidowana 14.06.2017, w jej miejsce powstała stacja Rogity"
252220050,O,V,Czynna,1948,0,BRAŃSK,224935,524431, 
251149994,O,V,Zlikwidowana,1964,1981,BRATKÓW,1457,5100, 
251190010,O,V,Zlikwidowana,1946,2015,BRATOSZEWICE,193828,515520,stację zlikwidowano 1.01.2015
249180160,K,IV,Czynna,1984,0,BRENNA,185215,494513, 
249189994,O,V,Zlikwidowana,1949,1984,BRENNA,185218,494515, 
249180190,O,V,Zlikwidowana,1981,2007,BRENNA-LEŚNICA,185418,494305, 
249180390,O,V,Czynna,2005,0,BRENNA-LEŚNICA,185411,494236, 
252160220,O,V,Czynna,1964,0,BRODNICA,165320,520827,1.10.2015 stacja przeniesiona ok. 450 m w kierunku SSW (stare wsp. 165325 i 520838}
253190210,O,V,Zlikwidowana,1946,2015,BRODNICA N/DRWĘCĄ,192410,531442,stację zlikwidowano 1.02.2015
251149995,O,V,Zlikwidowana,1947,1981,BRODY,1447,5147, 
252169997,O,V,Zlikwidowana,1951,1981,BRODY,1619,5227, 
251210240,O,V,Czynna,1956,0,BRODY IŁŻECKIE,211149,510107, 
253180050,O,V,Zlikwidowana,1996,2009,BRODY POMORSKIE,184537,535130, 
250220130,O,V,Czynna,2006,0,BRODZIAKI,224724,503024,ATSO bez obserwatora
251140030,O,V,Zlikwidowana,1949,2015,BROŻEK (ZASIEKI),144108,514306,stację zlikwidowano 1.01.2015
253190330,O,V,Czynna,2012,0,BRUDNICE,195206,530413,przenies. z m. Żuromin
250180180,O,V,Zlikwidowana,1960,2015,BRUSIEK,184842,503451,stację zlikwidowano 1.01.2015
254160010,O,V,Czynna,2000,0,BRUSKOWO MAŁE,165254,542905, 
254169999,O,V,Zlikwidowana,1979,2000,BRUSKOWO WIELKIE,1655,5430, 
251239993,O,V,Zlikwidowana,1946,1992,BRUSS STARY,231700,512900, 
252200190,O,V,Zlikwidowana,1949,2001,BRWINÓW,204235,520823, 
252209995,K,IV,Zlikwidowana,1949,1992,BRWINÓW,204300,520800, 
250180250,O,V,Czynna,1946,0,BRYNICA,185956,502818, 
250170050,O,V,Zlikwidowana,1947,2015,BRZEG,172840,505155,stację zlikwidowano 1.01.2015; w 07.2014 przenies. 25 m na WWW
251160230,O,V,Zlikwidowana,1948,2015,BRZEG DOLNY,164334,511544,stację zlikwidowano 1.01.2015
249220130,O,V,Czynna,1992,0,BRZEGI DOLNE,223716,492636, 
249229993,K,IV,Zlikwidowana,1953,1992,BRZEGI DOLNE,223717,492635, 
252189987,O,V,Zlikwidowana,1948,1992,BRZEŚĆ KUJAWSKI,185400,523600, 
251170170,O,V,Zlikwidowana,1949,2015,BRZEZIE,170854,512451,stację zlikwidowano 1.01.2015
249210020,O,V,Zlikwidowana,1955,2015,BRZEZINY,213312,495537,stację zlikwidowano 1.01.2015
253150240,O,V,Czynna,2008,0,BRZEŹNIAK,154016,533214, 
249190020,O,V,Zlikwidowana,1946,2015,BRZEŹNICA,193829,495750,stację zlikwidowano 1.01.2015
250219987,O,V,Zlikwidowana,1973,1981,BRZEŹNICA N/WISŁOKĄ,2129,5006, 
249219997,O,V,Zlikwidowana,1948,1997,BRZOSTEK,212500,495300, 
253190190,O,V,Zlikwidowana,1950,2015,BRZOZIE,193632,531933,stację zlikwidowano 1.02.2015
249229994,O,V,Zlikwidowana,1948,1996,BRZOZÓW,220100,494200, 
251219990,O,V,Zlikwidowana,1948,1992,BRZÓZA,212100,513600, 
251159984,O,V,Zlikwidowana,1948,1992,BUCHAŁÓW,1522,5155, 
253179987,O,V,Zlikwidowana,1955,1992,BUCZEK MAŁY,171700,532800, 
251150120,O,V,Zlikwidowana,1949,2015,BUCZYNA,155407,513244,stację zlikwidowano 1.01.2015
253190010,O,V,Zlikwidowana,1946,2015,BUCZYNIEC,193707,535839,stację zlikwidowano 31.03.2015
253190340,O,V,Czynna,2015,0,BUCZYNIEC,193505,535804,stację założono 1.04.2015 w miejsce zlikwidowanej stacji Buczyniec (253190010)
252159996,O,V,Zlikwidowana,1988,1995,BUDACHÓW,150600,520900, 
250219992,O,V,Zlikwidowana,1948,1991,BUDY TUSZOWSKIE,214000,502300, 
251169997,O,V,Zlikwidowana,1948,1976,BUDZISZÓW MAŁY,1628,5106, 
251160270,O,V,Zlikwidowana,1976,2015,BUDZISZÓW WIELKI,162520,510524,stację zlikwidowano 1.01.2015
249220020,O,V,Zlikwidowana,1949,2015,BUDZIWÓJ,220100,495802,stację zlikwidowano 1.01.2015
249199994,O,V,Zlikwidowana,1949,2000,BUDZÓW,194100,494700, 
254170070,O,V,Czynna,1949,0,BUKOWINA,175036,542520, 
249200480,K,IV,Czynna,1948,0,BUKOWINA TATRZAŃSKA,200554,492015, 
250150260,O,V,Czynna,1955,0,BUKÓWKA,155726,504246, 
251209996,O,V,Zlikwidowana,1949,1994,BUKÓWNO,205100,513300, 
253170270,K,IV,Czynna,2014,0,BUNTOWO,170748,531559,tratwa ewaporometryczna - jez. Sławianowskie
253220160,O,V,Czynna,1949,0,BURZYN,222715,531643,stacja ATSO w lokalizacji 53 16 31 i 22 27 30
253180220,K,III,Czynna,1991,0,BYDGOSZCZ,180245,531025, 
353170240,S,I,Zlikwidowana,1949,1982,BYDGOSZCZ,1759,5309, 
253170260,K,IV,Zlikwidowana,2007,2016,BYDGOSZCZ-SZWEDEROWO,175942,530547,stację zlikwidowano 19.10.2016; do 1.02.2016 działała jako opadowa
250179988,O,V,Zlikwidowana,1948,1981,BYSTRZYCA,1724,5058, 
250160550,O,V,Zlikwidowana,1948,2015,BYSTRZYCA KŁODZKA,163847,501740,stację zlikwidowano 1.01.2015
253190320,O,V,Czynna,2011,0,BYSZWAŁD,194432,533159,13.06.2016 przeniesiono o 42 m w kierunku N (stare wsp. 194432 i 533158)
250189975,O,V,Zlikwidowana,1946,1992,BYTOM,1855,5021, 
251159989,O,V,Zlikwidowana,1948,1992,BYTOM ODRZAŃSKI,1550,5144, 
251150060,K,IV,Zlikwidowana,1975,2013,CEBER,155950,514250,stacja przeniesionaw 07.2013 do m. Kozie Doły
251160330,K,IV,Czynna,2013,0,CEBER-KOZIE DOŁY,160102,514328,1.10.2014 przeniesiona ok. 500 m na S (stare wsp. 160109 i 514344); stacja założona w 07.2013 w miejsce stacji Ceber;
254179993,K,IV,Zlikwidowana,1975,1992,CECENOWO,1733,5439, 
251189991,O,V,Zlikwidowana,1973,1992,CEKÓW,181800,515400, 
251210280,O,V,Zlikwidowana,1948,2010,CELEJÓW,212125,515140, 
252210230,O,V,Zlikwidowana,1995,2015,CELESTYNÓW,212321,520252,stację zlikwidowano 1.01.2015; stacja przeniesiona z m. Człekówka
249180030,O,V,Zlikwidowana,1948,2015,CHAŁUPKI,181909,495541,stację zlikwidowano 1.01.2015
250199995,O,V,Zlikwidowana,1948,1992,CHECHŁO,1931,5022, 
251230140,O,V,Zlikwidowana,1977,2014,CHEŁM,233008,510834,likw. 31.12.2013 - przeniesienie czujnika do Zagrody
250160290,O,V,Czynna,1947,0,CHEŁMSKO ŚLĄSKIE,160412,504016, 
251170190,O,V,Zlikwidowana,1947,2015,CHEŁSTÓW,172949,512022,stację zlikwidowano 1.01.2015
251200170,O,V,Czynna,1949,0,CHEŁSTY,200855,511257, 
250209995,O,V,Zlikwidowana,1947,1997,CHMIELNIK,204600,503700, 
250219994,K,IV,Zlikwidowana,1959,1995,CHMIELÓW,213900,503100, 
251169993,O,V,Zlikwidowana,1949,1992,CHOBIENIA,1627,5133, 
251150150,O,V,Zlikwidowana,1949,2015,CHOCIANÓW,155432,512548,stację zlikwidowano 1.01.2015
251159982,O,V,Zlikwidowana,1973,1981,CHOCICZ,1502,5151, 
250160430,O,V,Zlikwidowana,1956,2015,CHOCIESZÓW,162912,502721,stację zlikwidowano 1.01.2015
251170020,O,V,Czynna,1958,0,CHOCZ,175142,515846,05.09.2016 - przeniesienie lokalne
252190110,O,V,Zlikwidowana,1948,2014,CHODECZ,190155,522410,stację zlikwidowano 1.01.2015
251220170,O,V,Zlikwidowana,1949,2015,CHODEL,220754,510645,stację zlikwidowano 1.01.2015
253169991,O,V,Zlikwidowana,1949,1981,CHODZIEŻ,1655,5300, 
252140010,O,V,Czynna,1947,0,CHOJNA,142614,525752, 
353170235,S,I,Czynna,1945,0,CHOJNICE,173157,534255, 
251150190,O,V,Zlikwidowana,1947,2015,CHOJNÓW,155516,511622,stację zlikwidowano 1.01.2015
253159993,K,III,Zlikwidowana,1970,1990,CHOMĘTOWO,1548,5313, 
253200180,O,V,Zlikwidowana,1947,2015,CHORZELE,205409,531503,stację zlikwidowano 1.01.2015
250210180,K,III,Czynna,1948,0,CHORZELÓW,212639,502053, 
250189984,O,V,Zlikwidowana,1945,1973,CHORZÓW-MIASTO,1857,5018, 
253150180,O,V,Czynna,1947,0,CHOSZCZNO,152423,531009,w 2010 przeniesiona ok 1500m na pn-zach
252230090,O,V,Czynna,2005,0,CHRABOŁY,231144,525144,ATSO bez obserwatora
250200190,O,V,Zlikwidowana,1958,2015,CHROBERZ,203326,502533,stację zlikwidowano 1.01.2015
252180010,O,V,Zlikwidowana,1964,2009,CHROŚNA,181307,525903, 
250150010,O,V,Zlikwidowana,1963,2015,CHROŚNICA,154750,505826,stację zlikwidowano 1.01.2015
250190370,O,V,Czynna,1947,0,CHRZANÓW,192455,500826,w 2009 przeniesiona 2 km na E
250189972,O,V,Zlikwidowana,1956,1992,CHRZĄSTOWICE,1805,5040, 
253170210,K,IV,Czynna,1953,0,CHRZĄSTOWO,173501,530940,w 2006 przeniesiona ok. 800 m w kier WSW
251160170,K,IV,Czynna,1978,0,CHWAŁKOWICE,163647,512654, 
249190590,O,V,Zlikwidowana,1946,2015,CHYŻNE,194223,492510,stację zlikwidowano 1.01.2015
252179988,O,V,Zlikwidowana,1949,1992,CIĄŻEŃ,175000,521300, 
252230190,K,IV,Czynna,2000,0,CICIBÓR,230634,520437,ATSM bez obserwatora (od 1.06.2015); stacja przeniesiona w 2000r. z m. Biała Podlaska
250150130,O,V,Czynna,1946,0,CIECHANOWICE,155838,505202, 
252220060,O,V,Zlikwidowana,1948,2015,CIECHANOWIEC,222940,524038,stację zlikwidowano 1.01.2015
252209986,O,V,Zlikwidowana,1949,1992,CIECHANÓW,203700,525300, 
252189999,K,III,Zlikwidowana,1947,1990,CIECHOCINEK,1848,5253, 
253179990,O,V,Zlikwidowana,1949,1992,CIECHOLEWY,172500,534900, 
249210110,O,V,Zlikwidowana,1948,2015,CIEKLIN,212312,493902,stację zlikwidowano 1.01.2015
252200070,O,V,Zlikwidowana,1948,1998,CIEKSYN,203800,523500, 
250190040,O,V,Czynna,1949,0,CIELĘTNIKI,193425,505318, 
253229991,O,V,Zlikwidowana,1964,1992,CIEMNOSZYJE,2233,5332, 
251210150,O,V,Zlikwidowana,1956,2015,CIEPIELÓW,213527,511519,stację zlikwidowano 1.01.2015
250220160,O,V,Zlikwidowana,1955,2015,CIEPLICE,223535,501538,stację zlikwidowano 1.01.2015
250159998,K,IV,Zlikwidowana,1947,1989,CIEPLICE ŚLĄSKIE-ZDRÓJ,1542,5052, 
253210240,O,V,Czynna,1949,0,CIERPIĘTA,210902,531031,w 09.2013 przeniesiona 400 m na E (stare wsp. 210838 i 531030)
250230160,K,III,Czynna,2004,0,CIESZANÓW,230705,501401, 
250239989,O,V,Zlikwidowana,1948,1992,CIESZANÓW,2308,5015, 
249180130,K,III,Czynna,1951,0,CIESZYN,183854,494515, 
250190320,O,V,Czynna,1955,0,CIĘŻKOWICE,192011,501243, 
249209992,K,IV,Zlikwidowana,1951,1978,CIĘŻKOWICE K/N.SĄCZA,2059,4947, 
251160070,O,V,Zlikwidowana,1948,2015,CIOŁKOWO,165835,514433,stację zlikwidowano 1.01.2015
249220250,O,V,Czynna,1953,0,CISNA,221952,491246, 
251180220,O,V,Czynna,1946,0,CISOWA,184243,510437, 
250200110,O,V,Czynna,1983,0,CISÓW,205410,504531,ATSO bez obserwatora; 01.09.2014 zawieszono obserwacje manualne na czas nieokreślony.
252140130,O,V,Czynna,1949,0,CYBINKA,144900,521120, 
250199986,O,V,Zlikwidowana,1963,1990,CYKARZEW,1911,5057, 
249180220,O,V,Czynna,2005,0,CZANTORIA,184911,494100,ATSO bez obserwatora
253169995,O,V,Zlikwidowana,1950,1995,CZAPLINEK,161400,533400, 
250219984,O,V,Zlikwidowana,1955,1995,CZARNA,211500,500400, 
254179996,K,III,Zlikwidowana,1947,1988,CZARNA DĄBRÓWKA,1734,5421, 
251210310,O,V,Czynna,2013,0,CZARNA KOLONIA,212704,512553,"stacja przeniesiona 4,5 km na SSE z m. Pionki (JKM)"
253180060,O,V,Czynna,1948,0,CZARNA WODA,180534,535026, 
250190050,O,V,Zlikwidowana,1946,2015,CZARNCA,195446,504854,stację zlikwidowano 1.01.2015
253169996,O,V,Zlikwidowana,1947,1981,CZARNE,1656,5341, 
250170170,O,V,Zlikwidowana,1946,2014,CZARNOLAS,171904,503534,likw. 9.07.2014
252210020,O,V,Czynna,2005,0,CZARNOWO,213206,525255,ATSO bez obserwatora
252200250,O,V,Zlikwidowana,2012,2013,CZARNÓW-TOWARZYSTWO,203253,521441,zlikwidowana 9.12.2013  i przeniesiona do m. Leszno
249199984,K,IV,Zlikwidowana,1951,1982,CZARNY DUNAJEC,1951,4927, 
251179995,O,V,Zlikwidowana,1962,1992,CZARNY LAS,1746,5130, 
253189990,O,V,Zlikwidowana,1956,1983,CZARNY LAS,1830,5350, 
251179991,O,V,Zlikwidowana,1979,1992,CZARNY SAD,1728,5148, 
251180120,O,V,Czynna,1949,0,CZARTORYJA,182937,512943, 
251179998,O,V,Zlikwidowana,1956,1979,CZATKOWICE,1723,5131, 
249209993,O,V,Zlikwidowana,1946,1992,CZCHÓW,204000,494900, 
251179990,O,V,Zlikwidowana,1961,1981,CZECHNICA,1709,5102, 
250189991,K,IV,Zlikwidowana,1949,2001,CZEKANÓW,1844,5021, 
250190270,O,V,Czynna,1945,0,CZELADŹ,190455,501943, 
251220060,O,V,Zlikwidowana,1924,2015,CZEMIERNIKI,223709,514023,stację zlikwidowano 1.01.2015
252170140,O,V,Czynna,1952,0,CZERNIEJEWO,172908,522527, 
252180030,O,V,Czynna,1949,0,CZERNIKOWO,185630,525639,1.01.2015  - stację przeniesiono 300 m na SE (stare wsp. 185622 i 525647)
253179983,O,V,Zlikwidowana,1946,1992,CZERSK,175700,534900, 
250169983,O,V,Zlikwidowana,1963,1980,CZERWIEŃCZYCE,1637,5032, 
251160020,O,V,Czynna,1952,0,CZERWONA WIEŚ,164830,515725, 
251220140,O,V,Zlikwidowana,1992,2015,CZESŁAWICE,221516,511812,stację zlikwidowano 1.01.2015
251229997,K,IV,Zlikwidowana,1974,1992,CZESŁAWICE,221517,511813, 
350190550,S,II,Czynna,1945,0,CZĘSTOCHOWA,190530,504843,ASS; do 1.10.2014 stacja I rzędu
252219991,O,V,Zlikwidowana,1949,1995,CZŁEKÓWKA,212700,520300,przeniesiona do Celestynowa
253160170,O,V,Czynna,1949,0,CZŁOPA,160657,530505, 
253170080,O,V,Zlikwidowana,1948,2015,CZŁUCHÓW,172259,534032,stację zlikwidowano 1.01.2015
249209978,K,IV,Zlikwidowana,1950,1997,CZORSZTYN-NADZAMCZE,202000,492600, 
252220040,O,V,Zlikwidowana,1961,2009,CZYŻEW,222016,524751, 
250209998,O,V,Zlikwidowana,1949,1992,DALESZYCE,204900,504800, 
251200060,O,V,Zlikwidowana,1994,2003,DAŃKÓW,204113,514354, 
254160020,K,III,Czynna,1946,0,DARŁOWO,162206,542550,ATSM bez obserwatora; 28.09.2015 stacja przeniesiona o ok. 900 m w kierunku SW (stare wsp. 162229 i 542615)
