"352140310","S£UBICE","2010","01","01","00","8","",0,"8",0,"8","","","",5,"",0,"8",0,"8",8,"",50,"",3,"",0,"",-2.4,"",.0,"8","U","",5.0,"",97,"",-2.8,"",993.2,"",996.2,"",7,-1.1,"",1.2,"",7,"","71","7","8","","0","","","2","","","/","","",17,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"352140310","S£UBICE","2010","01","01","01","8","",0,"8",0,"8","","","",4,"",0,"8",0,"8",8,"",40,"",3,"",0,"",-2.6,"",.0,"8","U","",5.0,"",98,"",-2.9,"",992.8,"",995.8,"",8,-1.1,"",.0,"8",0,"8","71","7","8","","0","","","2","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"352140310","S£UBICE","2010","01","01","02","7","",0,"8",0,"8","","","",5,"",0,"8",0,"8",8,"",40,"",3,"",0,"",-2.5,"",.0,"8","U","",4.9,"",97,"",-2.9,"",992.6,"",995.6,"",6,-1.2,"",.0,"8",0,"8","71","7","8","","0","","","2","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"352140310","S£UBICE","2010","01","01","03","7","",0,"8",0,"8","","","",5,"",0,"8",0,"8",8,"",30,"",3,"",0,"",-2.6,"",.0,"8","U","",4.9,"",97,"",-3.0,"",992.5,"",995.5,"",6,-.7,"",.0,"8",0,"8","71","7","8","","0","","","2","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"352140310","S£UBICE","2010","01","01","04","9","",0,"8",0,"8","","","",5,"",0,"8",0,"8",8,"",20,"",4,"",0,"",-2.7,"",.0,"8","U","",4.8,"",96,"",-3.2,"",992.3,"",995.3,"",7,-.5,"",.0,"8",0,"8","71","7","8","","0","","","2","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"352140310","S£UBICE","2010","01","01","05","9","",0,"8",0,"8","","","",4,"",0,"8",0,"8",8,"",40,"",4,"",0,"",-2.8,"",.0,"8","U","",4.8,"",97,"",-3.2,"",992.3,"",995.3,"",6,-.3,"",.0,"8",0,"8","71","7","8","","0","","","2","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"352140310","S£UBICE","2010","01","01","06","9","",0,"8",0,"8","","","",5,"",0,"8",0,"8",8,"",40,"",4,"",0,"",-2.6,"",.0,"8","U","",4.8,"",96,"",-3.2,"",992.2,"",995.2,"",7,-.3,"",2.6,"",7,"","71","7","8","","0","","","2","","","/","","",17,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"352140310","S£UBICE","2010","01","01","07","4","",0,"8",0,"8","","","",6,"",0,"8",0,"8",8,"",40,"",3,"",0,"",-2.6,"",.0,"8","U","",4.7,"",94,"",-3.4,"",992.7,"",995.7,"",3,.4,"",.0,"8",0,"8","70","7","6","","5","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"352140310","S£UBICE","2010","01","01","08","4","",0,"8",0,"8","","","",6,"",0,"8",0,"8",8,"",40,"",4,"",0,"",-2.5,"",.0,"8","U","",4.8,"",95,"",-3.2,"",993.1,"",996.1,"",3,.8,"",.0,"8",0,"8","70","7","3","","5","","","7","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"352140310","S£UBICE","2010","01","01","09","4","",0,"8",0,"8","","","",7,"",0,"8",0,"8",8,"",40,"",4,"",0,"",-2.3,"",.0,"8","U","",4.8,"",93,"",-3.3,"",993.3,"",996.3,"",1,1.1,"",.0,"8",0,"8","22","7","3","","5","","","7","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
