"350150510","君IEｯKA","2010","01","01","00","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",210,"",11,"",0,"",-3.0,"",.0,"8","U","",4.9,"",100,"",-3.0,"",811.9,"",1249.7,"",7,-1.1,"",1.3,"",7,"","71","4","9","","/","","","/","","","/","","",19,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","01","/","",0,"8",0,"8","","","",1,"",0,"8",0,"8",7,"",230,"",11,"",0,"",-2.7,"",.0,"8","U","",5.0,"",100,"",-2.7,"",811.7,"",1247.3,"",7,-.9,"",.0,"8",0,"8","48","7","7","","7","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","02","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",220,"",8,"",0,"",-2.8,"",.0,"8","U","",5.0,"",100,"",-2.8,"",811.2,"",1242.6,"",7,-1.1,"",.0,"8",0,"8","85","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","03","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",210,"",4,"",0,"",-2.9,"",.0,"8","U","",4.9,"",100,"",-2.9,"",811.3,"",1243.7,"",5,-.6,"",.0,"8",0,"8","49","8","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","04","/","",0,"8",0,"8","","","",1,"",0,"8",0,"8",7,"",220,"",9,"",0,"",-3.4,"",.0,"8","U","",4.8,"",100,"",-3.4,"",810.9,"",1240.4,"",7,-.8,"",.0,"8",0,"8","48","4","7","","5","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","05","/","",0,"8",0,"8","","","",1,"",0,"8",0,"8",6,"",260,"",6,"",0,"",-3.3,"",.0,"8","U","",4.7,"",99,"",-3.4,"",810.9,"",1240.3,"",6,-.3,"",.0,"8",0,"8","48","4","6","","5","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","06","/","",0,"8",0,"8","","","",3,"",0,"8",0,"8",6,"",270,"",6,"",0,"",-3.5,"",.0,"8","U","",4.7,"",99,"",-3.6,"",811.1,"",1242.5,"",5,-.2,"",2.1,"",7,"","48","8","6","","5","","","/","","","/","","",19,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","07","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",250,"",7,"",0,"",-3.3,"",.0,"8","U","",4.7,"",99,"",-3.4,"",811.2,"",1243.2,"",3,.3,"",.0,"8",0,"8","49","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","08","/","",0,"8",0,"8","","","",3,"",0,"8",0,"8",7,"",220,"",6,"",0,"",-3.2,"",.0,"8","U","",4.8,"",99,"",-3.3,"",811.4,"",1245.1,"",2,.5,"",.0,"8",0,"8","48","4","7","","5","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","09","/","",0,"8",0,"8","","","",3,"",0,"8",0,"8",7,"",250,"",5,"",0,"",-3.0,"",.0,"8","U","",4.9,"",99,"",-3.1,"",811.5,"",1245.8,"",2,.4,"",.0,"8",0,"8","48","4","7","","5","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","10","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",220,"",6,"",0,"",-3.0,"",.0,"8","U","",4.9,"",99,"",-3.1,"",811.5,"",1245.8,"",1,.3,"",.0,"8",0,"8","49","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","11","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",220,"",5,"",0,"",-2.8,"",.0,"8","U","",5.0,"",100,"",-2.8,"",811.3,"",1243.5,"",8,-.1,"",.0,"8",0,"8","49","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","12","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",220,"",5,"",0,"",-2.7,"",.0,"8","U","",5.0,"",100,"",-2.7,"",811.5,"",1245.4,"",5,.0,"",.1,"",5,"","49","4","9","","/","","","/","","","/","","",19,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","13","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",260,"",6,"",0,"",-2.7,"",.0,"8","U","",5.0,"",100,"",-2.7,"",811.7,"",1247.3,"",3,.2,"",.0,"8",0,"8","71","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","14","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",200,"",4,"",0,"",-3.0,"",.0,"8","U","",4.9,"",99,"",-3.1,"",812.2,"",1252.6,"",3,.9,"",.0,"8",0,"8","49","7","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","15","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",200,"",4,"",0,"",-3.3,"",.0,"8","U","",4.7,"",99,"",-3.4,"",812.4,"",1255.0,"",2,.9,"",.0,"8",0,"8","49","7","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","16","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",230,"",4,"",0,"",-3.5,"",.0,"8","U","",4.7,"",99,"",-3.6,"",812.7,"",1258.2,"",2,1.0,"",.0,"8",0,"8","49","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","17","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",250,"",4,"",0,"",-3.6,"",.0,"8","U","",4.6,"",99,"",-3.7,"",813.0,"",1261.3,"",3,.8,"",.0,"8",0,"8","49","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","18","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",250,"",4,"",0,"",-3.7,"",.0,"8","U","",4.7,"",100,"",-3.7,"",813.4,"",1265.3,"",3,1.0,"",.5,"",7,"","49","7","9","","/","","","/","","","/","","",19,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2010","01","01","19","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",250,"",3,"",0,"",-3.7,"",.0,"8","U","",4.7,"",100,"",-3.7,"",813.9,"",1270.2,"",3,1.2,"",.0,"8",0,"8","49","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
