"354170125","LÊBORK","2010","01","01","00","/","",0,"8",0,"8","","","",0,"8",0,"8",0,"8",9,"",0,"",0,"",0,"",-4.9,"",.0,"8","U","",4.0,"",94,"",-5.7,"",996.0,"",1001.2,"",7,-.6,"",.0,"9",0,"9","/","/","","","","8","","","8","","","8","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2010","01","01","01","/","",0,"8",0,"8","","","",0,"8",0,"8",0,"8",9,"",0,"",0,"",0,"",-5.3,"",.0,"8","U","",3.9,"",94,"",-6.1,"",995.7,"",1000.9,"",7,-.7,"",.0,"8",0,"8","/","/","","","","8","","","8","","","8","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2010","01","01","02","/","",0,"8",0,"8","","","",0,"8",0,"8",0,"8",9,"",0,"",0,"",0,"",-5.8,"",.0,"8","U","",3.7,"",94,"",-6.6,"",995.3,"",1000.5,"",7,-.9,"",.0,"8",0,"8","/","/","","","","8","","","8","","","8","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2010","01","01","03","/","",0,"8",0,"8","","","",0,"8",0,"8",0,"8",9,"",0,"",0,"",0,"",-5.7,"",.0,"8","U","",3.7,"",93,"",-6.7,"",994.8,"",1000.0,"",7,-1.2,"",.0,"8",0,"8","/","/","","","","8","","","8","","","8","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2010","01","01","04","/","",0,"8",0,"8","","","",0,"8",0,"8",0,"8",9,"",0,"",0,"",0,"",-5.9,"",.0,"8","U","",3.7,"",93,"",-6.8,"",994.6,"",999.8,"",7,-1.1,"",.0,"8",0,"8","/","/","","","","8","","","8","","","8","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2010","01","01","05","/","",0,"8",0,"8","","","",0,"8",0,"8",0,"8",9,"",0,"",0,"",0,"",-6.2,"",.0,"8","U","",3.6,"",93,"",-7.1,"",994.6,"",999.8,"",7,-.7,"",.0,"8",0,"8","/","/","","","","8","","","8","","","8","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2010","01","01","06","/","",0,"8",0,"8","","","",0,"8",0,"8",0,"8",9,"",0,"",0,"",0,"",-7.0,"",.0,"8","U","",3.4,"",93,"",-7.9,"",994.4,"",999.6,"",7,-.4,"",.0,"9",0,"9","/","/","","","","8","","","8","","","8","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2010","01","01","07","/","",0,"8",0,"8","","","",0,"8",0,"8",0,"8",9,"",0,"",0,"",0,"",-5.9,"",.0,"8","U","",3.7,"",94,"",-6.7,"",994.8,"",1000.0,"",2,.2,"",.0,"8",0,"8","/","/","","","","8","","","8","","","8","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2010","01","01","08","/","",0,"8",0,"8","","","",0,"8",0,"8",0,"8",9,"",0,"",0,"",0,"",-5.2,"",.0,"8","U","",3.9,"",93,"",-6.2,"",994.8,"",1000.0,"",2,.2,"",.0,"8",0,"8","/","/","","","","8","","","8","","","8","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2010","01","01","09","/","",0,"8",0,"8","","","",0,"8",0,"8",0,"8",9,"",0,"",0,"",0,"",-3.9,"",.0,"8","U","",4.3,"",93,"",-4.9,"",995.0,"",1000.2,"",2,.6,"",.0,"8",0,"8","/","/","","","","8","","","8","","","8","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
