"353150210","RESKO-SMÓLSKO","2014","01","01","06","3","",220,"",0,"8","220","","",6,"",4000,"",0,"",8,"",133,"",3,"",0,"9",.6,"",.0,"8","U","",6.3,"",98,"",.3,"",1008.2,"",1015.2,"",7,-1.3,"",.0,"9",0,"9","10","","8","","6","","St neb","/","","/","/","","/",4,"",.1,"",.0,"9","","8",0,"9","","",.5,"",1.0,"",2.0,"",4.0,"",5.7,"",-1.0,"",.6,"",-1.5,"",.0,"8",0,"9",0,"9",0,"9",".",".",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2014","01","01","12","4","",500,"",0,"8","500","","",6,"",8000,"",0,"",7,"",158,"",4,"",0,"9",2.3,"",.0,"8","U","",6.4,"",89,"",.7,"",1007.2,"",1014.2,"",7,-.8,"",.0,"9",0,"9","10","2","7","","5","","Sc tr","/","","/","/","","/",1,"",.8,"",.0,"9","","8",0,"9","","",.9,"",1.1,"",2.0,"",3.9,"",5.9,"",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2014","01","01","18","4","",400,"",0,"8","400","","",6,"",6000,"",0,"",8,"",165,"",2,"",0,"9",1.3,"",.0,"8","U","",6.2,"",92,"",.1,"",1006.9,"",1013.9,"",7,-.2,"",.0,"9",0,"9","10","2","8","","5","","Sc op","/","","/","/","","/",1,"",.5,"",.0,"9","","8",0,"9","","",.8,"",1.1,"",2.0,"",3.8,"",5.6,"",.6,"",2.4,"",.9,"",.0,"9",0,"9",0,"8",0,"8","","",0,"9",0,"9"
"353150210","RESKO-SMÓLSKO","2014","01","02","06","9","",0,"8",0,"8",".","","",6,"",8000,"",0,"",0,"",136,"",3,"",0,"9",1.1,"",.0,"8","U","",6.0,"",91,"",-.2,"",1002.4,"",1009.4,"",7,-1.4,"",.0,"9",0,"9","10","","0","","0","",".","0","",".","0","",".",1,"",.6,"",.0,"9","","8",0,"9","","",.6,"",1.0,"",1.9,"",3.6,"",5.4,"",.2,"",1.5,"",-.2,"",.0,"8",0,"9",0,"9",0,"9",".",".",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2014","01","02","12","9","",0,"8",0,"8",">2500","","",7,"",10000,"",0,"",8,"",153,"",2,"",0,"9",2.8,"",.0,"8","U","",6.3,"",85,"",.5,"",1000.9,"",1007.8,"",7,-.9,"",.0,"9",0,"9","03","1","8","","0","",".","7","","Ac op","/","","/",1,"",1.1,"",.0,"9","","8",0,"9","","",.8,"",1.0,"",1.8,"",3.6,"",5.7,"",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2014","01","02","18","9","",0,"8",0,"8",">2500","","",6,"",8000,"",0,"",8,"",144,"",4,"",0,"9",2.4,"",.0,"8","U","",6.2,"",86,"",.3,"",1000.4,"",1007.3,"",2,.2,"",.0,"9",0,"9","10","2","8","","0","",".","7","","Ac As op","/","","/",1,"",1.0,"",.0,"9","","8",0,"9","","",1.2,"",1.4,"",2.0,"",3.5,"",5.3,"",1.1,"",3.0,"",.6,"",.0,"9",0,"9",0,"8",0,"8","","",0,"9",0,"9"
"353150210","RESKO-SMÓLSKO","2014","01","03","06","9","",0,"8",0,"8",".","","",6,"",8000,"",0,"",0,"",179,"",2,"",0,"9",2.6,"",.0,"8","U","",7.0,"",95,"",1.9,"",1003.4,"",1010.4,"",2,1.1,"",.0,"9",0,"9","10","","0","","0","",".","0","",".","0","",".",1,"",.4,"",.0,"9","","8",0,"9","","",1.2,"",1.7,"",2.4,"",3.5,"",5.2,"",2.2,"",4.4,"",1.2,"",.0,"8",0,"9",0,"9",0,"9",".",".",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2014","01","03","12","9","",0,"8",0,"8",">2500","","",7,"",15000,"",0,"",5,"",141,"",3,"",0,"9",6.4,"",.0,"8","U","",7.9,"",82,"",3.5,"",1002.9,"",1009.8,"",7,-1.4,"",.0,"9",0,"9","03","1","0","","0","",".","0","",".","6","","Cs fib",1,"",1.7,"",1.0,"","","8",0,"9","","",2.6,"",2.0,"",2.3,"",3.5,"",5.5,"",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2014","01","03","18","9","",0,"8",0,"8",">2500","","",7,"",10000,"",0,"",6,"",166,"",4,"",0,"9",5.1,"",.0,"8","U","",7.4,"",84,"",2.6,"",1001.0,"",1007.9,"",7,-.9,"",.0,"9",0,"9","03","2","3","","0","",".","3","","Ac pe","8","","Cs fib",1,"",1.4,"",.0,"9","","8",0,"9","","",2.3,"",2.4,"",2.7,"",3.6,"",5.1,"",1.9,"",6.7,"",1.0,"",.0,"9",0,"9",0,"8",0,"8","","",0,"9",0,"9"
"353150210","RESKO-SMÓLSKO","2014","01","04","06","9","",0,"8",0,"8",">2500","","",7,"",10000,"",0,"",1,"",207,"",4,"",0,"9",4.9,"",.0,"8","U","",7.4,"",85,"",2.6,"",1003.1,"",1010.0,"",2,1.8,"",.0,"9",0,"9","02","","0","","0","",".","0","",".","1","","Ci fib",1,"",1.3,"",.0,"9","","8",0,"9","","",2.5,"",2.8,"",3.2,"",3.8,"",5.1,"",4.7,"",6.8,"",3.7,"",.0,"8",0,"9",0,"9",0,"9",".",".",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2014","01","04","12","9","",0,"8",0,"8",">2500","","",8,"",20000,"",0,"",4,"",191,"",2,"",0,"9",6.7,"",.0,"8","U","",7.5,"",76,"",2.8,"",1004.3,"",1011.2,"",7,-.3,"",.0,"9",0,"9","03","0","0","","0","",".","0","",".","1","","Ci fib",1,"",2.4,"",1.0,"","","8",0,"9","","",3.1,"",2.8,"",3.0,"",3.8,"",5.4,"",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2014","01","04","18","9","",0,"8",0,"8",">2500","","",7,"",10000,"",0,"",7,"",118,"",2,"",0,"9",3.8,"",.0,"8","U","",7.1,"",88,"",2.0,"",1001.1,"",1008.0,"",7,-2.8,"",.0,"9",0,"9","02","1","0","","0","",".","0","",".","8","","Cs fib",1,"",1.0,"",.0,"9","","8",0,"9","","",2.1,"",2.5,"",3.1,"",3.9,"",5.1,"",3.8,"",7.1,"",1.6,"",.0,"9",0,"9",0,"8",0,"8","","",0,"9",0,"9"
